,time,price,change,volume,amount,type
0,15:00:00,4.71,--,0,0,买盘
1,15:00:00,4.71,--,0,0,买盘
2,15:00:00,4.71,0.01,368,173328,买盘
3,14:59:55,4.7,-0.01,149,70030,卖盘
4,14:59:51,4.71,--,5,2355,买盘
5,14:59:45,4.71,--,34,16014,买盘
6,14:59:40,4.71,--,413,194523,买盘
7,14:59:36,4.71,--,665,313488,卖盘
8,14:59:30,4.71,-0.01,495,233145,卖盘
9,14:59:25,4.72,0.01,718,338896,买盘
10,14:59:20,4.71,-0.01,75,35325,卖盘
11,14:59:15,4.72,--,601,283672,买盘
12,14:59:10,4.72,0.01,28,13216,买盘
13,14:59:05,4.71,-0.01,550,259050,卖盘
14,14:59:00,4.72,0.01,23,10856,中性盘
15,14:58:55,4.71,--,70,32970,卖盘
16,14:58:50,4.71,-0.01,1214,572227,卖盘
17,14:58:45,4.72,--,397,187384,买盘
18,14:58:40,4.72,--,427,201544,买盘
19,14:58:35,4.72,--,64,30208,买盘
20,14:58:30,4.72,-0.01,1027,484781,卖盘
21,14:58:25,4.73,0.01,465,220380,买盘
22,14:58:20,4.72,--,5,2360,卖盘
23,14:58:15,4.72,--,50,23600,卖盘
24,14:58:10,4.72,-0.01,66,31152,卖盘
25,14:58:00,4.73,--,524,247852,买盘
26,14:57:55,4.73,--,164,77572,买盘
27,14:57:50,4.73,--,47,22231,买盘
28,14:57:45,4.73,-0.01,199,94127,卖盘
29,14:57:40,4.74,0.01,2450,1161300,买盘
30,14:57:30,4.73,-0.01,35,16555,卖盘
31,14:57:25,4.74,--,53,25122,买盘
32,14:57:20,4.74,0.01,148,70152,买盘
33,14:57:15,4.73,--,5,2365,卖盘
34,14:57:10,4.73,-0.01,267,126291,卖盘
35,14:57:00,4.74,--,7,3318,买盘
36,14:56:55,4.74,--,157,74418,买盘
37,14:56:50,4.74,--,147,69678,买盘
38,14:56:45,4.74,0.01,412,195288,买盘
39,14:56:40,4.73,--,81,38313,卖盘
40,14:56:34,4.73,-0.01,20,9460,卖盘
41,14:56:30,4.74,0.01,98,46452,买盘
42,14:56:25,4.73,-0.01,10,4730,卖盘
43,14:56:20,4.74,--,20,9480,买盘
44,14:56:15,4.74,--,3,1422,买盘
45,14:56:10,4.74,--,149,70626,买盘
46,14:56:04,4.74,0.01,50,23700,买盘
47,14:56:00,4.73,-0.01,5,2365,卖盘
48,14:55:55,4.74,--,14,6636,买盘
49,14:55:49,4.74,--,52,24648,卖盘
50,14:55:45,4.74,-0.01,19,9006,卖盘
51,14:55:40,4.75,0.02,34,16150,买盘
52,14:55:34,4.73,--,45,21285,卖盘
53,14:55:30,4.73,-0.01,1,473,卖盘
54,14:55:25,4.74,-0.01,45,21330,卖盘
55,14:55:19,4.75,--,0,0,买盘
56,14:55:15,4.75,0.03,7,3325,买盘
57,14:55:10,4.72,-0.03,11,5192,卖盘
58,14:55:04,4.75,--,2,950,买盘
59,14:55:00,4.75,0.01,735,349125,买盘
60,14:54:54,4.74,--,20,9480,买盘
61,14:54:49,4.74,--,9,4266,卖盘
62,14:54:45,4.74,0.01,40,18960,买盘
63,14:54:39,4.73,--,50,23650,卖盘
64,14:54:34,4.73,--,6,2838,卖盘
65,14:54:30,4.73,-0.02,8,3784,卖盘
66,14:54:24,4.75,0.02,78,37297,买盘
67,14:54:19,4.73,-0.02,86,40905,卖盘
68,14:54:15,4.75,--,7,3325,买盘
69,14:54:09,4.75,--,103,48925,买盘
70,14:54:04,4.75,0.02,4,1900,买盘
71,14:54:00,4.73,-0.03,163,77501,卖盘
72,14:53:54,4.76,0.03,2,952,买盘
73,14:53:49,4.73,-0.02,218,103114,卖盘
74,14:53:45,4.75,--,15,7125,卖盘
75,14:53:39,4.75,0.01,1281,608793,买盘
76,14:53:34,4.74,--,1424,674976,买盘
77,14:53:30,4.74,0.01,100,47400,买盘
78,14:53:24,4.73,-0.01,44,20812,卖盘
79,14:53:19,4.74,0.01,120,56880,买盘
80,14:53:15,4.73,-0.01,3,1419,卖盘
81,14:53:09,4.74,0.01,44,20856,买盘
82,14:53:04,4.73,--,237,112101,卖盘
83,14:53:00,4.73,--,118,55814,卖盘
84,14:52:54,4.73,0.02,797,376981,买盘
85,14:52:49,4.71,--,42,19782,卖盘
86,14:52:45,4.71,-0.01,10,4710,卖盘
87,14:52:39,4.72,0.01,91,42952,中性盘
88,14:52:34,4.71,-0.01,10,4710,卖盘
89,14:52:29,4.72,--,108,50976,买盘
90,14:52:24,4.72,--,10,4720,买盘
91,14:52:19,4.72,-0.01,8,3776,买盘
