,time,price,change,volume,amount,type
0,15:00:21,8.83,0.01,8858,7821614,卖盘
1,14:58:05,8.82,--,0,0,买盘
2,14:57:02,8.82,--,100,88200,卖盘
3,14:56:59,8.82,--,252,223110,卖盘
4,14:56:56,8.82,--,85,75005,卖盘
5,14:56:53,8.82,-0.01,165,145565,卖盘
6,14:56:50,8.83,--,168,148344,买盘
7,14:56:47,8.83,0.01,64,56512,买盘
8,14:56:44,8.82,-0.01,81,72253,卖盘
9,14:56:41,8.83,0.01,32,28256,买盘
10,14:56:38,8.82,-0.01,42,37114,卖盘
11,14:56:35,8.83,--,20,18507,买盘
12,14:56:32,8.83,0.02,7,6216,买盘
13,14:56:29,8.81,-0.03,204,180569,卖盘
14,14:56:26,8.84,0.01,36,32672,买盘
15,14:56:23,8.83,0.01,50,44220,买盘
16,14:56:20,8.82,-0.02,96,85518,中性盘
17,14:56:17,8.84,0.01,80,70720,买盘
18,14:56:14,8.83,--,64,57359,买盘
19,14:56:11,8.83,--,42,37156,买盘
20,14:56:08,8.83,-0.01,124,110339,卖盘
21,14:56:05,8.84,--,3812,3369808,卖盘
22,14:56:02,8.84,0.01,128,113152,中性盘
23,14:55:56,8.83,-0.02,56,50295,卖盘
24,14:55:53,8.85,0.01,328,290280,买盘
25,14:55:50,8.84,--,147,129983,买盘
26,14:55:47,8.84,0.01,44,38896,买盘
27,14:55:44,8.83,--,116,102428,卖盘
28,14:55:41,8.83,-0.01,138,121854,卖盘
29,14:55:38,8.84,--,120,106080,买盘
30,14:55:35,8.84,0.01,109,96391,买盘
31,14:55:32,8.83,-0.01,150,132450,卖盘
32,14:55:29,8.84,0.01,98,87480,买盘
33,14:55:26,8.83,-0.01,154,135982,卖盘
34,14:55:20,8.84,--,164,144976,买盘
35,14:55:14,8.84,--,153,135287,买盘
36,14:55:11,8.84,-0.02,446,395112,卖盘
37,14:55:08,8.86,0.02,1321,1170441,买盘
38,14:55:05,8.84,-0.01,200,176800,卖盘
39,14:55:02,8.85,--,328,291129,卖盘
40,14:54:59,8.85,--,237,209780,卖盘
41,14:54:53,8.85,0.01,44,38940,中性盘
42,14:54:47,8.84,--,56,49504,卖盘
43,14:54:44,8.84,-0.01,240,212160,卖盘
44,14:54:41,8.85,-0.02,52,46020,卖盘
45,14:54:38,8.87,0.02,222,196913,买盘
46,14:54:35,8.85,-0.01,24,22089,卖盘
47,14:54:32,8.86,0.03,133,117873,卖盘
48,14:54:26,8.83,-0.04,50,44150,卖盘
49,14:54:23,8.87,0.01,244,217279,买盘
50,14:54:20,8.86,0.03,144,127583,买盘
51,14:54:17,8.83,-0.02,1230,1086090,卖盘
52,14:54:14,8.85,-0.02,62,54870,卖盘
53,14:54:11,8.87,--,344,305128,买盘
