,time,price,change,volume,amount,type
0,15:00:22,6.65,0.02,1767,1175321,买盘
1,14:57:49,6.63,--,0,0,买盘
2,14:57:01,6.63,-0.01,2,1326,卖盘
3,14:56:58,6.64,--,128,84992,买盘
4,14:56:55,6.64,--,56,37184,买盘
5,14:56:52,6.64,0.01,50,33200,买盘
6,14:56:49,6.63,--,21,13923,卖盘
7,14:56:43,6.63,--,20,13260,卖盘
8,14:56:34,6.63,--,633,419679,买盘
9,14:56:31,6.63,--,30,19890,买盘
10,14:56:22,6.63,--,13,8619,买盘
11,14:56:19,6.63,0.01,3,1989,买盘
12,14:56:13,6.62,-0.01,20,13240,卖盘
13,14:56:07,6.63,--,20,13260,买盘
14,14:56:04,6.63,0.01,15,9945,买盘
15,14:55:52,6.62,-0.01,3,1986,卖盘
16,14:55:43,6.63,--,13,8619,买盘
17,14:55:34,6.63,--,85,56355,买盘
18,14:55:31,6.63,0.01,425,281775,买盘
19,14:55:28,6.62,--,119,78778,卖盘
20,14:55:22,6.62,-0.01,30,19860,卖盘
21,14:55:10,6.63,--,2,1326,买盘
22,14:55:04,6.63,0.01,15,9945,买盘
23,14:54:55,6.62,-0.01,30,19860,卖盘
24,14:54:43,6.63,0.01,10,6630,买盘
25,14:54:40,6.62,--,47,31114,买盘
26,14:54:16,6.62,--,8,5296,买盘
27,14:54:13,6.62,0.01,1,662,买盘
28,14:54:10,6.61,--,60,39660,卖盘
29,14:54:07,6.61,-0.01,10,6610,卖盘
30,14:53:58,6.62,--,30,19860,买盘
31,14:53:37,6.62,--,190,125780,买盘
32,14:53:31,6.62,--,24,15888,买盘
33,14:53:28,6.62,--,5,3310,买盘
34,14:53:19,6.62,--,37,24494,买盘
35,14:53:16,6.62,-0.01,243,160866,卖盘
36,14:53:13,6.63,--,34,22542,买盘
37,14:53:04,6.63,--,10,6630,买盘
38,14:53:01,6.63,--,30,19890,买盘
39,14:52:58,6.63,0.01,1,663,买盘
40,14:52:55,6.62,-0.01,3,1986,卖盘
41,14:52:52,6.63,--,20,13260,买盘
42,14:52:31,6.63,0.01,129,85527,买盘
43,14:52:28,6.62,0.01,5,3310,买盘
44,14:52:25,6.61,-0.01,14,9254,卖盘
45,14:52:10,6.62,--,2,1324,买盘
46,14:52:07,6.62,--,129,85398,卖盘
47,14:52:01,6.62,--,71,47002,买盘
48,14:51:55,6.62,0.01,30,19860,买盘
49,14:51:46,6.61,--,21,13881,卖盘
50,14:51:31,6.61,-0.01,11,7271,卖盘
51,14:51:25,6.62,--,21,13902,买盘
52,14:51:10,6.62,--,1,662,买盘
53,14:50:58,6.62,0.01,10,6620,中性盘
54,14:50:46,6.61,-0.01,20,13220,卖盘
55,14:50:37,6.62,--,11,7282,卖盘
56,14:50:34,6.62,--,45,30121,买盘
57,14:50:13,6.62,0.01,150,99300,买盘
58,14:50:07,6.61,--,156,103446,卖盘
59,14:50:04,6.61,--,155,102455,卖盘
60,14:50:01,6.61,--,10,6610,卖盘
61,14:49:55,6.61,-0.01,37,24457,卖盘
