,time,price,change,volume,amount,type
0,15:00:22,24.87,0.03,941,2342455,买盘
1,14:57:49,24.84,--,0,0,买盘
2,14:57:01,24.84,-0.01,35,86940,卖盘
3,14:56:58,24.85,--,14,34790,买盘
4,14:56:55,24.85,--,26,64610,买盘
5,14:56:52,24.85,0.01,13,32305,买盘
6,14:56:49,24.84,--,23,57132,卖盘
7,14:56:46,24.84,-0.01,55,136620,卖盘
8,14:56:43,24.85,--,29,72065,买盘
9,14:56:37,24.85,--,6,14910,买盘
10,14:56:34,24.85,--,5,12425,买盘
11,14:56:31,24.85,--,10,24850,买盘
12,14:56:22,24.85,0.02,46,114310,买盘
13,14:56:19,24.83,-0.02,52,129115,卖盘
14,14:56:13,24.85,--,5,12425,买盘
15,14:56:10,24.85,--,5,12425,买盘
16,14:56:07,24.85,0.02,16,39760,买盘
17,14:56:04,24.83,-0.01,126,312858,卖盘
18,14:55:58,24.84,0.01,19,47196,中性盘
19,14:55:52,24.83,-0.01,83,206089,卖盘
20,14:55:49,24.84,--,53,131652,买盘
21,14:55:46,24.84,--,50,124200,买盘
22,14:55:43,24.84,0.01,44,109296,买盘
23,14:55:40,24.83,-0.01,52,129115,卖盘
24,14:55:37,24.84,0.01,3,7452,买盘
25,14:55:34,24.83,-0.01,8,19864,卖盘
26,14:55:31,24.84,0.04,80,198720,买盘
27,14:55:28,24.8,-0.04,8,19840,卖盘
28,14:55:25,24.84,0.04,20,49680,买盘
29,14:55:22,24.8,--,10,24800,卖盘
30,14:55:19,24.8,0.01,10,24800,卖盘
31,14:55:13,24.79,-0.01,341,845339,卖盘
32,14:55:10,24.8,--,36,89280,买盘
33,14:55:07,24.8,--,50,124000,买盘
34,14:55:04,24.8,--,92,228160,买盘
35,14:54:58,24.8,0.01,20,49600,买盘
36,14:54:55,24.79,--,53,131387,卖盘
37,14:54:52,24.79,-0.01,1,2479,卖盘
38,14:54:49,24.8,--,56,138880,卖盘
39,14:54:43,24.8,0.01,278,689440,买盘
40,14:54:40,24.79,--,28,69412,卖盘
41,14:54:37,24.79,-0.01,93,230547,卖盘
42,14:54:31,24.8,0.02,152,376960,买盘
43,14:54:28,24.78,-0.01,20,49560,卖盘
44,14:54:25,24.79,0.01,26,64454,买盘
45,14:54:22,24.78,-0.01,22,54516,卖盘
46,14:54:19,24.79,--,10,24790,买盘
47,14:54:16,24.79,--,44,109076,买盘
48,14:54:13,24.79,--,19,47101,买盘
49,14:54:10,24.79,--,13,32227,买盘
50,14:54:04,24.79,--,9,22311,买盘
51,14:54:01,24.79,-0.01,118,292522,卖盘
52,14:53:58,24.8,--,38,94240,买盘
53,14:53:55,24.8,--,77,190960,买盘
54,14:53:52,24.8,--,30,74400,买盘
55,14:53:49,24.8,--,16,39680,买盘
56,14:53:46,24.8,--,23,57040,买盘
57,14:53:43,24.8,0.01,57,141360,买盘
58,14:53:40,24.79,-0.01,67,166093,卖盘
59,14:53:37,24.8,--,101,250480,买盘
60,14:53:34,24.8,--,27,66960,买盘
61,14:53:31,24.8,--,64,158720,买盘
62,14:53:28,24.8,--,39,96720,买盘
63,14:53:25,24.8,--,18,44640,买盘
64,14:53:22,24.8,-0.01,90,223200,卖盘
65,14:53:19,24.81,--,39,96759,卖盘
66,14:53:16,24.81,--,9,22329,卖盘
67,14:53:13,24.81,0.01,12,29772,买盘
68,14:53:10,24.8,-0.01,150,372000,卖盘
69,14:53:04,24.81,-0.01,1,2481,中性盘
70,14:53:01,24.82,--,41,101762,买盘
71,14:52:55,24.82,0.02,103,255646,买盘
72,14:52:52,24.8,--,25,62000,卖盘
73,14:52:49,24.8,--,45,111600,买盘
74,14:52:46,24.8,--,177,438960,卖盘
75,14:52:43,24.8,--,1,2480,卖盘
76,14:52:37,24.8,-0.01,30,74400,卖盘
77,14:52:34,24.81,--,5,12405,买盘
78,14:52:31,24.81,--,31,76911,买盘
79,14:52:28,24.81,--,41,101721,卖盘
80,14:52:25,24.81,-0.01,102,253062,卖盘
81,14:52:22,24.82,--,14,34748,买盘
82,14:52:19,24.82,--,31,76942,买盘
83,14:52:16,24.82,--,24,59568,买盘
84,14:52:13,24.82,-0.01,35,86870,卖盘
85,14:52:10,24.83,--,75,186225,卖盘
86,14:52:07,24.83,0.01,63,156429,买盘
87,14:52:04,24.82,-0.01,32,79424,卖盘
88,14:52:01,24.83,--,56,139048,买盘
89,14:51:55,24.83,--,19,47177,买盘
90,14:51:46,24.83,--,1,2483,买盘
91,14:51:43,24.83,-0.01,75,186225,卖盘
92,14:51:40,24.84,--,22,54648,卖盘
93,14:51:37,24.84,--,4,9936,买盘
94,14:51:34,24.84,0.01,14,34776,买盘
95,14:51:31,24.83,--,162,402246,卖盘
96,14:51:28,24.83,-0.01,19,47177,卖盘
97,14:51:25,24.84,--,50,124200,买盘
98,14:51:22,24.84,--,12,29808,买盘
99,14:51:16,24.84,0.01,5,12420,买盘
100,14:51:13,24.83,--,1,2483,卖盘
101,14:51:07,24.83,-0.01,3,7448,卖盘
102,14:50:58,24.84,0.01,3,7452,买盘
103,14:50:52,24.83,-0.01,4,9932,卖盘
104,14:50:49,24.84,--,78,193752,卖盘
105,14:50:46,24.84,-0.01,18,44712,卖盘
106,14:50:37,24.85,--,5,12425,买盘
107,14:50:34,24.85,--,24,59640,卖盘
108,14:50:28,24.85,-0.02,49,121765,卖盘
109,14:50:25,24.87,0.02,10,24870,买盘
110,14:50:19,24.85,-0.02,5,12425,卖盘
111,14:50:16,24.87,-0.01,5,12435,卖盘
112,14:50:13,24.88,--,33,82402,买盘
113,14:50:07,24.88,0.01,20,49760,买盘
114,14:50:04,24.87,--,2,4974,卖盘
115,14:50:01,24.87,--,74,186226,买盘
116,14:49:55,24.87,0.01,4,9948,买盘
117,14:49:52,24.86,-0.01,20,49720,卖盘
118,14:49:49,24.87,--,9,22383,买盘
119,14:49:43,24.87,--,3,7461,买盘
120,14:49:40,24.87,0.01,31,77097,买盘
121,14:49:34,24.86,-0.01,7,17402,卖盘
122,14:49:28,24.87,--,4,9948,买盘
123,14:49:25,24.87,--,81,201447,卖盘
124,14:49:16,24.87,-0.01,15,37305,卖盘
125,14:49:13,24.88,--,8,19904,买盘
126,14:49:07,24.88,--,6,14928,买盘
127,14:49:04,24.88,-0.01,172,427936,卖盘
128,14:48:58,24.89,0.01,16,39824,买盘
129,14:48:55,24.88,-0.01,25,62200,卖盘
130,14:48:46,24.89,--,30,74670,买盘
131,14:48:43,24.89,0.01,1,2489,买盘
132,14:48:40,24.88,-0.01,14,34832,卖盘
133,14:48:37,24.89,0.01,77,191653,买盘
134,14:48:34,24.88,-0.01,8,19904,卖盘
135,14:48:31,24.89,0.01,10,24890,买盘
136,14:48:28,24.88,--,27,67176,卖盘
137,14:48:25,24.88,--,53,131864,卖盘
138,14:48:13,24.88,-0.01,14,34832,卖盘
139,14:48:10,24.89,--,19,47291,买盘
140,14:48:04,24.89,--,61,151829,买盘
141,14:48:01,24.89,0.01,1,2489,买盘
142,14:47:58,24.88,-0.01,39,97032,卖盘
143,14:47:55,24.89,--,44,109516,买盘
144,14:47:52,24.89,--,65,161785,买盘
145,14:47:49,24.89,--,32,79648,买盘
146,14:47:46,24.89,--,70,174230,买盘
147,14:47:43,24.89,--,35,87115,买盘
148,14:47:34,24.89,--,13,32357,买盘
149,14:47:31,24.89,--,51,126939,卖盘
150,14:47:28,24.89,-0.01,13,32357,卖盘
151,14:47:22,24.9,0.01,26,64739,买盘
152,14:47:16,24.89,-0.01,46,114494,卖盘
153,14:47:10,24.9,0.01,28,69720,买盘
154,14:46:58,24.89,--,8,19912,卖盘
155,14:46:52,24.89,--,2,4978,卖盘
156,14:46:46,24.89,0.01,2,4978,买盘
157,14:46:43,24.88,-0.01,14,34832,卖盘
158,14:46:40,24.89,0.01,13,32357,买盘
159,14:46:34,24.88,--,40,99520,卖盘
160,14:46:16,24.88,--,16,39808,买盘
161,14:46:10,24.88,--,1,2488,买盘
162,14:46:07,24.88,0.01,13,32344,买盘
163,14:46:01,24.87,-0.01,54,134298,买盘
164,14:45:58,24.88,0.02,3,7464,买盘
165,14:45:55,24.86,-0.02,20,49720,卖盘
166,14:45:52,24.88,0.01,60,149280,买盘
167,14:45:46,24.87,-0.01,10,24870,卖盘
168,14:45:43,24.88,0.01,40,99520,买盘
169,14:45:40,24.87,--,1,2487,卖盘
170,14:45:37,24.87,--,25,62175,卖盘
171,14:45:34,24.87,0.02,10,24870,买盘
172,14:45:25,24.85,-0.02,10,24850,卖盘
173,14:45:22,24.87,0.02,55,136785,买盘
174,14:45:16,24.85,0.01,139,345415,买盘
175,14:45:13,24.84,-0.01,57,141588,卖盘
176,14:45:10,24.85,--,7,17395,买盘
177,14:45:07,24.85,--,10,24850,买盘
178,14:45:01,24.85,-0.01,17,42245,卖盘
179,14:44:58,24.86,0.02,56,139216,买盘
180,14:44:52,24.84,--,2,4968,卖盘
181,14:44:49,24.84,-0.01,6,14904,卖盘
182,14:44:46,24.85,0.01,48,119280,买盘
183,14:44:43,24.84,-0.01,3,7452,卖盘
184,14:44:40,24.85,--,117,290745,卖盘
185,14:44:34,24.85,--,6,14910,卖盘
186,14:44:28,24.85,-0.01,102,253470,卖盘
187,14:44:25,24.86,--,9,22374,卖盘
188,14:44:22,24.86,-0.01,15,37290,卖盘
189,14:44:10,24.87,--,10,24870,卖盘
190,14:44:04,24.87,--,10,24870,卖盘
191,14:44:01,24.87,0.01,2,4974,买盘
192,14:43:46,24.86,-0.01,1,2486,卖盘
193,14:43:43,24.87,--,5,12435,卖盘
194,14:43:40,24.87,0.01,20,49740,买盘
195,14:43:37,24.86,--,5,12430,买盘
196,14:43:28,24.86,--,5,12430,买盘
197,14:43:25,24.86,0.01,1,2486,买盘
198,14:43:19,24.85,--,18,44730,买盘
199,14:43:16,24.85,--,7,17395,买盘
200,14:43:13,24.85,--,37,91945,卖盘
201,14:43:10,24.85,--,6,14910,卖盘
202,14:43:07,24.85,-0.02,1,2485,卖盘
203,14:42:58,24.87,0.02,2,4974,买盘
204,14:42:52,24.85,-0.03,10,24850,卖盘
205,14:42:40,24.88,0.03,3,7464,买盘
206,14:42:34,24.85,--,34,84490,买盘
207,14:42:31,24.85,-0.03,35,86975,卖盘
208,14:42:28,24.88,--,10,24880,买盘
209,14:42:09,24.88,0.01,10,24880,买盘
210,14:42:06,24.87,0.03,15,37305,买盘
211,14:42:03,24.84,--,22,54648,买盘
212,14:42:00,24.84,--,2,4968,买盘
213,14:41:51,24.84,-0.03,153,380052,卖盘
214,14:41:48,24.87,-0.01,5,12435,中性盘
215,14:41:42,24.88,--,4,9952,买盘
216,14:41:39,24.88,--,113,281144,买盘
217,14:41:36,24.88,0.04,10,24880,买盘
218,14:41:33,24.84,-0.03,16,39744,卖盘
219,14:41:30,24.87,-0.02,1,2487,卖盘
220,14:41:24,24.89,-0.01,64,159296,中性盘
221,14:41:21,24.9,0.01,78,194220,买盘
222,14:41:18,24.89,--,3,7467,买盘
223,14:41:15,24.89,--,37,92093,买盘
224,14:41:12,24.89,-0.01,164,408196,卖盘
225,14:41:09,24.9,0.01,2,4980,买盘
226,14:41:06,24.89,--,10,24890,卖盘
227,14:41:03,24.89,-0.01,12,29868,卖盘
228,14:40:54,24.9,0.02,50,124500,买盘
229,14:40:48,24.88,-0.01,5,12440,卖盘
230,14:40:45,24.89,0.02,17,42313,买盘
231,14:40:39,24.87,-0.01,75,186525,卖盘
232,14:40:33,24.88,--,6,14928,买盘
233,14:40:30,24.88,--,10,24880,买盘
234,14:40:27,24.88,0.01,6,14928,买盘
235,14:40:21,24.87,--,5,12435,卖盘
236,14:40:15,24.87,--,27,67149,卖盘
237,14:40:12,24.87,0.07,42,104454,买盘
238,14:40:09,24.8,--,85,210800,卖盘
239,14:40:03,24.8,--,11,27280,卖盘
240,14:39:57,24.8,--,48,121272,买盘
241,14:39:54,24.8,--,10,24800,买盘
242,14:39:51,24.8,--,100,248000,买盘
243,14:39:48,24.8,--,32,79360,买盘
244,14:39:42,24.8,--,20,49600,买盘
245,14:39:39,24.8,--,1,2480,买盘
246,14:39:36,24.8,--,33,81840,买盘
247,14:39:33,24.8,-0.05,264,654968,卖盘
248,14:39:27,24.85,--,51,128971,买盘
249,14:39:24,24.85,--,164,407540,买盘
250,14:39:18,24.85,0.01,11,27335,买盘
251,14:39:12,24.84,--,22,54648,卖盘
252,14:39:06,24.84,--,7,17388,买盘
253,14:39:03,24.84,0.02,28,69552,买盘
