,time,price,change,volume,amount,type
0,15:00:21,8.39,--,3704,3107924,卖盘
1,14:57:27,8.39,--,0,0,买盘
2,14:57:00,8.39,0.01,244,204716,卖盘
3,14:56:54,8.38,--,54,45252,买盘
4,14:56:51,8.38,--,70,58660,买盘
5,14:56:48,8.38,--,72,60336,买盘
6,14:56:42,8.38,--,50,41900,买盘
7,14:56:39,8.38,--,48,40224,卖盘
8,14:56:33,8.38,-0.01,41,34358,卖盘
9,14:56:30,8.39,0.01,12,10068,买盘
10,14:56:27,8.38,-0.01,75,62850,卖盘
11,14:56:21,8.39,--,21,17619,买盘
12,14:56:18,8.39,--,10,8390,买盘
13,14:56:15,8.39,--,9,7551,买盘
14,14:56:12,8.39,--,251,211159,卖盘
15,14:56:09,8.39,--,212,177868,卖盘
16,14:56:06,8.39,--,119,99841,卖盘
17,14:55:57,8.39,--,46,38594,卖盘
18,14:55:54,8.39,--,149,125011,卖盘
19,14:55:48,8.39,--,7,5873,卖盘
20,14:55:42,8.39,--,36,30204,卖盘
21,14:55:39,8.39,--,38,31882,卖盘
22,14:55:36,8.39,--,30,25170,卖盘
23,14:55:33,8.39,--,271,227369,卖盘
24,14:55:30,8.39,--,27,22653,卖盘
25,14:55:27,8.39,-0.01,104,87256,卖盘
26,14:55:21,8.4,--,41,34440,买盘
27,14:55:18,8.4,--,9,7560,买盘
28,14:55:15,8.4,0.01,257,215880,买盘
29,14:55:09,8.39,-0.01,160,134240,卖盘
30,14:55:06,8.4,--,210,176400,买盘
31,14:54:57,8.4,--,30,25200,买盘
32,14:54:48,8.4,--,6,5040,买盘
33,14:54:45,8.4,0.01,10,8400,卖盘
34,14:54:42,8.39,-0.01,183,153805,卖盘
35,14:54:36,8.4,0.01,225,189000,买盘
36,14:54:27,8.39,--,10,8390,卖盘
37,14:54:24,8.39,-0.01,500,419500,卖盘
38,14:54:18,8.4,--,50,42000,卖盘
39,14:54:15,8.4,--,23,19320,卖盘
40,14:54:03,8.4,--,456,383040,买盘
41,14:54:00,8.4,--,62,52080,买盘
42,14:53:54,8.4,0.01,102,85680,买盘
43,14:53:51,8.39,-0.01,9,7551,卖盘
44,14:53:42,8.4,0.01,42,35280,买盘
45,14:53:39,8.39,--,576,483264,卖盘
46,14:53:36,8.39,--,20,16780,卖盘
47,14:53:33,8.39,--,20,16780,卖盘
48,14:53:30,8.39,-0.01,11,9229,卖盘
49,14:53:27,8.4,0.01,60,50400,买盘
50,14:53:21,8.39,--,43,36077,买盘
51,14:53:18,8.39,--,27,22653,卖盘
52,14:53:12,8.39,--,5,4195,卖盘
53,14:53:09,8.39,--,38,31882,买盘
54,14:53:06,8.39,-0.01,12,10068,卖盘
55,14:53:00,8.4,--,5,4200,买盘
56,14:52:57,8.4,0.02,223,187320,买盘
57,14:52:54,8.38,-0.02,20,16760,卖盘
58,14:52:48,8.4,--,31,26040,买盘
59,14:52:36,8.4,--,10,8400,买盘
60,14:52:33,8.4,--,33,27720,卖盘
61,14:52:30,8.4,--,2,1680,卖盘
62,14:52:27,8.4,--,10,8400,卖盘
63,14:52:24,8.4,--,5,4200,卖盘
64,14:52:21,8.4,--,163,136920,卖盘
65,14:52:18,8.4,0.01,837,703080,买盘
66,14:52:09,8.39,--,17,14263,卖盘
67,14:52:06,8.39,--,14,11746,买盘
68,14:52:03,8.39,-0.01,23,19297,卖盘
69,14:52:00,8.4,--,1,840,买盘
70,14:51:54,8.4,--,3,2520,买盘
71,14:51:51,8.4,--,5,4200,买盘
72,14:51:48,8.4,--,1,840,买盘
73,14:51:45,8.4,0.05,10,8400,买盘
74,14:51:42,8.35,-0.04,2904,2424840,卖盘
75,14:51:39,8.39,-0.01,63,52857,卖盘
76,14:51:36,8.4,0.01,47,39480,买盘
77,14:51:33,8.39,-0.01,65,54535,卖盘
78,14:51:27,8.4,0.01,12,10080,买盘
79,14:51:24,8.39,-0.01,7,5873,中性盘
80,14:51:03,8.4,0.01,1000,840000,买盘
81,14:51:00,8.39,--,6,5034,买盘
82,14:50:57,8.39,--,88,73832,买盘
83,14:50:54,8.39,--,7,5873,买盘
84,14:50:51,8.39,0.01,14,11746,买盘
85,14:50:42,8.38,--,142,118996,买盘
86,14:50:39,8.38,0.01,126,105588,买盘
87,14:50:36,8.37,-0.01,10,8370,卖盘
88,14:50:33,8.38,0.01,30,25140,买盘
89,14:50:27,8.37,--,17,14228,卖盘
90,14:50:24,8.37,--,207,173325,买盘
91,14:50:18,8.37,0.01,500,418499,买盘
92,14:50:15,8.36,0.01,105,87780,买盘
93,14:50:09,8.35,0.01,14,11690,买盘
94,14:50:03,8.34,-0.01,79,65886,卖盘
95,14:50:00,8.35,--,40,33400,买盘
96,14:49:57,8.35,--,7,5845,买盘
97,14:49:51,8.35,0.02,49,40915,买盘
98,14:49:48,8.33,-0.01,60,49980,卖盘
99,14:49:39,8.34,--,16,13344,买盘
100,14:49:33,8.34,--,55,45870,卖盘
101,14:49:30,8.34,--,41,34194,卖盘
102,14:49:21,8.34,--,40,33360,卖盘
103,14:49:18,8.34,--,10,8340,卖盘
104,14:49:15,8.34,--,171,142614,买盘
105,14:49:09,8.34,0.01,12,10008,买盘
106,14:49:00,8.33,-0.01,10,8330,卖盘
107,14:48:51,8.34,--,129,107586,买盘
108,14:48:48,8.34,0.01,4,3336,买盘
109,14:48:45,8.33,-0.01,20,17076,卖盘
110,14:48:39,8.34,--,5,4170,买盘
111,14:48:33,8.34,--,102,85068,买盘
112,14:48:30,8.34,--,21,17514,买盘
113,14:48:27,8.34,-0.01,166,138444,卖盘
114,14:48:18,8.35,--,140,116900,买盘
115,14:48:12,8.35,-0.01,25,20875,中性盘
116,14:48:06,8.36,0.02,350,292600,买盘
117,14:47:57,8.34,-0.02,21,17514,卖盘
118,14:47:54,8.36,0.01,26,21736,买盘
119,14:47:39,8.35,0.02,2,1670,买盘
120,14:47:36,8.33,--,21,17493,卖盘
121,14:47:27,8.33,-0.01,298,248234,卖盘
122,14:47:24,8.34,-0.02,17,14178,卖盘
123,14:47:21,8.36,0.03,5,4180,买盘
124,14:47:18,8.33,-0.03,4,3332,卖盘
125,14:47:15,8.36,0.03,14,11704,买盘
126,14:47:09,8.33,-0.02,363,302379,卖盘
127,14:47:06,8.35,-0.02,106,88510,卖盘
128,14:47:03,8.37,0.01,380,318059,买盘
129,14:47:00,8.36,--,10,8360,买盘
130,14:46:51,8.36,--,250,209000,买盘
131,14:46:45,8.36,-0.01,6,5016,卖盘
132,14:46:39,8.37,0.01,48,40175,买盘
133,14:46:33,8.36,-0.01,18,15047,卖盘
134,14:46:27,8.37,0.01,44,36828,买盘
135,14:46:24,8.36,-0.01,25,20900,卖盘
136,14:46:21,8.37,0.01,10,8370,买盘
137,14:46:18,8.36,-0.01,10,8360,卖盘
138,14:46:12,8.37,--,40,33480,买盘
139,14:46:08,8.37,0.02,9,7532,买盘
140,14:45:59,8.35,-0.02,2,1670,卖盘
141,14:45:56,8.37,--,1,836,买盘
142,14:45:53,8.37,0.01,12,10043,买盘
143,14:45:47,8.36,-0.01,8,7239,卖盘
144,14:45:38,8.37,0.01,102,85373,买盘
145,14:45:32,8.36,0.01,28,23692,买盘
146,14:45:14,8.35,0.01,124,103540,买盘
147,14:45:11,8.34,-0.01,5,4170,卖盘
148,14:45:05,8.35,--,125,104375,买盘
149,14:45:02,8.35,--,22,18370,买盘
150,14:44:56,8.35,0.01,4,3340,买盘
151,14:44:47,8.34,-0.01,4,3336,中性盘
152,14:44:44,8.35,--,5,4175,买盘
153,14:44:38,8.35,0.03,2,1670,买盘
154,14:44:32,8.32,--,10,8320,卖盘
155,14:44:26,8.32,0.01,12,9984,中性盘
156,14:44:20,8.31,-0.03,206,171186,卖盘
157,14:44:17,8.34,0.02,2,1668,买盘
158,14:44:14,8.32,--,100,83200,卖盘
159,14:44:08,8.32,-0.02,2,1664,卖盘
160,14:44:02,8.34,0.01,21,17514,买盘
161,14:43:59,8.33,--,33,27489,买盘
162,14:43:56,8.33,0.01,17,14161,买盘
163,14:43:53,8.32,-0.01,10,8320,卖盘
164,14:43:50,8.33,--,114,94962,买盘
165,14:43:47,8.33,--,11,9163,买盘
166,14:43:44,8.33,--,50,41650,买盘
167,14:43:41,8.33,--,5,4165,买盘
168,14:43:38,8.33,--,30,24990,买盘
169,14:43:17,8.33,0.01,202,168266,买盘
170,14:43:14,8.32,-0.01,16,13312,卖盘
171,14:43:08,8.33,0.01,1,833,买盘
172,14:42:53,8.32,--,92,76544,买盘
173,14:42:50,8.32,--,315,262080,买盘
174,14:42:47,8.32,0.01,50,41600,买盘
175,14:42:44,8.31,--,133,110523,卖盘
176,14:42:20,8.31,--,80,66480,买盘
177,14:42:14,8.31,--,5,4155,中性盘
178,14:41:50,8.31,-0.01,30,24930,卖盘
179,14:41:44,8.32,0.01,1,832,买盘
180,14:41:41,8.31,-0.01,92,76452,卖盘
181,14:41:38,8.32,0.02,5,4160,买盘
182,14:41:32,8.3,-0.01,100,83000,卖盘
183,14:41:29,8.31,--,2,1662,卖盘
