,time,price,change,volume,amount,type
0,15:00:00,11.37,--,0,0,卖盘
1,15:00:00,11.37,--,45,51165,卖盘
2,15:00:00,11.37,-0.01,75,85275,卖盘
3,14:59:55,11.38,0.01,120,136560,买盘
4,14:59:51,11.37,--,189,214892,卖盘
5,14:59:46,11.37,-0.01,78,88686,卖盘
6,14:59:40,11.38,0.01,162,184356,买盘
7,14:59:36,11.37,--,195,221714,卖盘
8,14:59:31,11.37,-0.01,37,42069,卖盘
9,14:59:25,11.38,0.01,248,282224,买盘
10,14:59:21,11.37,--,76,86412,卖盘
11,14:59:16,11.37,--,242,275154,卖盘
12,14:59:10,11.37,--,230,261873,买盘
13,14:59:06,11.37,--,92,104604,买盘
14,14:59:01,11.37,0.01,139,158043,买盘
15,14:58:55,11.36,-0.01,38,43168,卖盘
16,14:58:51,11.37,--,89,101193,买盘
17,14:58:46,11.37,0.01,112,127343,买盘
18,14:58:40,11.36,--,187,212432,买盘
19,14:58:36,11.36,-0.01,66,74976,中性盘
20,14:58:31,11.37,0.01,121,138350,买盘
21,14:58:25,11.36,--,180,204480,卖盘
22,14:58:21,11.36,--,128,145408,卖盘
23,14:58:16,11.36,--,42,47712,卖盘
24,14:58:10,11.36,--,292,331712,卖盘
25,14:58:06,11.36,--,163,185168,卖盘
26,14:58:00,11.36,--,36,40896,卖盘
27,14:57:55,11.36,--,17,19312,卖盘
28,14:57:51,11.36,--,512,581995,买盘
29,14:57:45,11.36,0.01,18,20448,买盘
30,14:57:40,11.35,--,32,36320,卖盘
31,14:57:36,11.35,-0.01,311,352985,卖盘
32,14:57:30,11.36,0.01,5,5680,买盘
33,14:57:25,11.35,-0.01,131,148685,卖盘
34,14:57:21,11.36,0.02,43,48848,买盘
35,14:57:15,11.34,-0.01,1170,1326780,卖盘
36,14:57:10,11.35,--,189,214515,卖盘
37,14:57:06,11.35,--,179,203165,卖盘
38,14:57:00,11.35,--,42,47670,卖盘
39,14:56:55,11.35,--,139,157765,卖盘
40,14:56:51,11.35,-0.01,92,104420,卖盘
41,14:56:45,11.36,0.01,110,124960,买盘
42,14:56:40,11.35,--,202,229270,卖盘
43,14:56:35,11.35,--,25,28375,卖盘
44,14:56:30,11.35,--,5,5675,卖盘
45,14:56:25,11.35,--,76,86260,卖盘
46,14:56:20,11.35,-0.01,299,339365,卖盘
47,14:56:15,11.36,0.01,60,68160,买盘
48,14:56:10,11.35,--,75,85125,卖盘
49,14:56:05,11.35,-0.01,277,314395,卖盘
50,14:55:55,11.36,0.01,105,119280,买盘
51,14:55:50,11.35,--,35,39725,卖盘
52,14:55:45,11.35,--,10,11350,卖盘
53,14:55:40,11.35,-0.01,94,106690,中性盘
54,14:55:35,11.36,0.01,190,215840,买盘
55,14:55:30,11.35,--,38,43130,买盘
56,14:55:25,11.35,-0.01,280,318276,卖盘
57,14:55:20,11.36,0.01,39,44304,买盘
58,14:55:15,11.35,--,29,32915,卖盘
59,14:55:10,11.35,--,135,153225,卖盘
60,14:55:05,11.35,--,9,10215,卖盘
61,14:55:00,11.35,--,235,267383,卖盘
62,14:54:55,11.35,--,5,5675,卖盘
63,14:54:50,11.35,--,272,308720,买盘
64,14:54:45,11.35,--,130,147550,买盘
65,14:54:40,11.35,--,153,173655,买盘
66,14:54:35,11.35,--,114,129390,买盘
67,14:54:30,11.35,--,410,465350,卖盘
68,14:54:25,11.35,--,242,274670,卖盘
69,14:54:20,11.35,--,10,11350,卖盘
70,14:54:15,11.35,--,37,41995,卖盘
71,14:54:10,11.35,0.01,243,275805,买盘
72,14:54:05,11.34,--,113,128142,卖盘
73,14:54:00,11.34,--,46,52164,卖盘
