,time,price,change,volume,amount,type
0,15:00:23,28.59,0.03,4620,13208580,买盘
1,14:57:35,28.56,--,0,0,卖盘
2,14:57:02,28.56,--,30,85680,卖盘
3,14:56:59,28.56,--,40,114240,卖盘
4,14:56:56,28.56,0.01,508,1450848,买盘
5,14:56:50,28.55,--,423,1207665,卖盘
6,14:56:47,28.55,--,217,619535,卖盘
7,14:56:44,28.55,--,153,436815,卖盘
8,14:56:41,28.55,--,96,274080,卖盘
9,14:56:38,28.55,0.01,622,1775810,买盘
10,14:56:35,28.54,-0.01,12,34248,卖盘
11,14:56:32,28.55,0.02,192,548160,买盘
12,14:56:29,28.53,--,127,362331,卖盘
13,14:56:26,28.53,-0.01,36,102708,卖盘
14,14:56:23,28.54,--,12,34248,中性盘
15,14:56:20,28.54,-0.01,6,17124,买盘
16,14:56:17,28.55,0.02,66,188430,买盘
17,14:56:14,28.53,0.01,59,168327,卖盘
18,14:56:11,28.52,--,20,57040,卖盘
19,14:56:08,28.52,-0.02,46,131192,卖盘
20,14:56:05,28.54,-0.01,56,159824,卖盘
21,14:56:02,28.55,0.02,55,157310,买盘
22,14:55:59,28.53,--,267,761922,买盘
23,14:55:56,28.53,0.02,117,333801,中性盘
24,14:55:53,28.51,-0.01,32,91232,卖盘
25,14:55:50,28.52,-0.03,7,19964,中性盘
26,14:55:47,28.55,0.03,523,1493165,买盘
27,14:55:44,28.52,--,14,39928,买盘
28,14:55:38,28.52,--,201,573252,买盘
29,14:55:35,28.52,--,2,8270,卖盘
30,14:55:32,28.52,-0.02,109,310868,卖盘
31,14:55:29,28.54,--,10,28540,卖盘
32,14:55:26,28.54,0.01,123,351042,买盘
33,14:55:23,28.53,0.01,593,1691829,买盘
34,14:55:17,28.52,-0.02,93,265236,卖盘
35,14:55:14,28.54,0.02,12,34533,买盘
36,14:55:11,28.52,--,16,45632,卖盘
37,14:55:08,28.52,--,1,2852,卖盘
38,14:55:05,28.52,-0.03,13,37076,卖盘
39,14:55:02,28.55,0.03,23,65665,买盘
40,14:54:59,28.52,0.01,7,19964,买盘
41,14:54:56,28.51,--,37,105487,卖盘
42,14:54:53,28.51,0.01,41,116891,中性盘
43,14:54:47,28.5,-0.04,7,19950,买盘
44,14:54:44,28.54,0.03,755,2154770,买盘
45,14:54:41,28.51,--,26,74126,买盘
46,14:54:38,28.51,0.01,23,65573,买盘
47,14:54:32,28.5,--,41,116850,卖盘
48,14:54:29,28.5,0.02,159,453150,买盘
49,14:54:26,28.48,--,11,31328,卖盘
50,14:54:23,28.48,-0.02,161,458528,卖盘
51,14:54:20,28.5,0.02,98,279300,买盘
52,14:54:17,28.48,0.03,727,2072204,买盘
53,14:54:14,28.45,-0.03,135,384075,卖盘
54,14:54:08,28.48,0.03,879,2503392,中性盘
55,14:54:05,28.45,-0.03,35,99575,卖盘
56,14:54:02,28.48,0.03,42,119616,卖盘
57,14:53:59,28.45,-0.03,670,1906150,卖盘
58,14:53:56,28.48,--,9,25632,买盘
59,14:53:53,28.48,--,3,8544,买盘
60,14:53:50,28.48,0.02,10,28480,买盘
61,14:53:47,28.46,-0.02,6,17076,卖盘
62,14:53:44,28.48,-0.02,13,37024,买盘
63,14:53:41,28.5,0.1,277,789450,买盘
64,14:53:38,28.4,--,40,113600,买盘
65,14:53:35,28.4,--,27,76680,买盘
66,14:53:32,28.4,-0.1,1362,3869443,卖盘
67,14:53:29,28.5,0.02,71,202350,买盘
68,14:53:23,28.48,-0.01,163,464224,卖盘
69,14:53:20,28.49,-0.01,6,17094,中性盘
70,14:53:17,28.5,--,9,25650,买盘
71,14:53:14,28.5,--,46,131100,买盘
72,14:53:08,28.5,--,113,322050,买盘
73,14:53:05,28.5,--,141,403218,买盘
74,14:53:02,28.5,--,619,1765632,买盘
75,14:52:59,28.5,--,205,584250,买盘
76,14:52:56,28.5,--,120,342000,买盘
77,14:52:53,28.5,0.01,171,487350,买盘
78,14:52:50,28.49,--,45,128205,卖盘
79,14:52:44,28.49,--,27,76923,卖盘
80,14:52:41,28.49,-0.01,15,42735,中性盘
81,14:52:38,28.5,0.01,32,91200,买盘
82,14:52:35,28.49,0.01,6,17094,买盘
83,14:52:32,28.48,-0.01,3,8544,卖盘
84,14:52:29,28.49,--,231,659600,买盘
85,14:52:23,28.49,--,5,14245,买盘
86,14:52:20,28.49,0.01,122,347578,买盘
87,14:52:14,28.48,--,142,404416,卖盘
88,14:52:11,28.48,0.02,32,91136,中性盘
89,14:52:08,28.46,-0.01,46,130916,卖盘
90,14:52:05,28.47,--,70,199290,卖盘
91,14:52:02,28.47,-0.01,5,14235,买盘
92,14:51:59,28.48,--,11,31328,买盘
93,14:51:56,28.48,0.02,75,213600,买盘
94,14:51:53,28.46,--,1018,2897228,卖盘
95,14:51:50,28.46,-0.01,10,28460,卖盘
96,14:51:44,28.47,--,15,42705,买盘
97,14:51:41,28.47,0.01,136,387192,买盘
98,14:51:35,28.46,-0.01,51,145146,中性盘
99,14:51:32,28.47,0.02,77,219219,买盘
100,14:51:29,28.45,--,132,375540,卖盘
101,14:51:23,28.45,-0.01,46,130870,卖盘
102,14:51:17,28.46,--,4,11384,买盘
103,14:51:14,28.46,--,81,230526,买盘
104,14:51:11,28.46,--,28,79688,买盘
105,14:51:05,28.46,--,23,65458,买盘
106,14:51:02,28.46,0.01,14,39844,买盘
107,14:50:56,28.45,--,24,68280,卖盘
108,14:50:50,28.45,--,9,27482,买盘
109,14:50:47,28.45,-0.01,17,49332,卖盘
110,14:50:44,28.46,0.01,25,71150,买盘
