,time,price,change,volume,amount,type
0,15:00:23,26.04,--,2356,6135024,买盘
1,14:57:35,26.04,--,0,0,买盘
2,14:57:02,26.04,0.01,28,72912,卖盘
3,14:56:59,26.03,-0.01,86,223858,卖盘
4,14:56:56,26.04,0.01,30,78120,买盘
5,14:56:53,26.03,--,20,52060,卖盘
6,14:56:50,26.03,-0.01,38,98914,卖盘
7,14:56:47,26.04,-0.01,59,153636,中性盘
8,14:56:44,26.05,0.01,86,224030,买盘
9,14:56:41,26.04,0.01,32,83328,买盘
10,14:56:38,26.03,--,47,122341,卖盘
11,14:56:35,26.03,-0.01,210,546630,卖盘
12,14:56:32,26.04,-0.01,65,169260,卖盘
13,14:56:29,26.05,--,56,145880,买盘
14,14:56:26,26.05,--,65,169325,买盘
15,14:56:23,26.05,--,101,263105,买盘
16,14:56:20,26.05,--,95,247475,买盘
17,14:56:17,26.05,0.01,16,41680,买盘
18,14:56:11,26.04,0.01,121,315084,中性盘
19,14:56:08,26.03,-0.01,208,541424,卖盘
20,14:56:05,26.04,-0.01,16,41664,卖盘
21,14:56:02,26.05,0.01,291,758055,买盘
22,14:55:59,26.04,-0.02,110,286440,卖盘
23,14:55:56,26.06,0.02,117,304902,买盘
24,14:55:53,26.04,-0.01,317,825468,卖盘
25,14:55:50,26.05,--,56,145880,卖盘
26,14:55:47,26.05,0.01,222,578310,买盘
27,14:55:44,26.04,-0.01,10,26040,中性盘
28,14:55:41,26.05,--,95,247475,买盘
29,14:55:38,26.05,0.01,114,296970,买盘
30,14:55:35,26.04,-0.01,19,49476,卖盘
31,14:55:32,26.05,0.01,27,70335,买盘
32,14:55:29,26.04,-0.01,110,286440,卖盘
33,14:55:26,26.05,--,11,28655,买盘
34,14:55:23,26.05,--,151,393355,买盘
35,14:55:17,26.05,--,3,7815,卖盘
36,14:55:14,26.05,-0.01,8,20840,中性盘
37,14:55:11,26.06,--,119,311677,买盘
38,14:55:08,26.06,--,43,112058,买盘
39,14:55:02,26.06,--,22,57332,买盘
40,14:54:59,26.06,--,37,96422,买盘
41,14:54:56,26.06,--,50,130300,买盘
42,14:54:53,26.06,--,60,157402,卖盘
43,14:54:47,26.06,-0.01,70,182420,卖盘
44,14:54:44,26.07,0.01,168,437976,买盘
45,14:54:41,26.06,0.01,1,2606,买盘
46,14:54:38,26.05,-0.01,113,294365,卖盘
47,14:54:32,26.06,--,47,122482,卖盘
48,14:54:29,26.06,0.01,87,226722,卖盘
49,14:54:26,26.05,--,53,138065,卖盘
50,14:54:23,26.05,--,43,112015,卖盘
51,14:54:20,26.05,--,12,31260,卖盘
52,14:54:17,26.05,--,168,437640,卖盘
53,14:54:14,26.05,0.02,334,870070,卖盘
54,14:54:08,26.03,-0.02,19,49457,卖盘
55,14:54:05,26.05,0.01,98,255290,买盘
