,time,price,change,volume,amount,type
0,15:00:21,37.58,--,225,845550,买盘
1,14:57:21,37.58,--,0,0,买盘
2,14:57:00,37.58,0.01,10,37580,买盘
3,14:56:54,37.57,-0.01,1,3757,卖盘
4,14:56:51,37.58,--,25,93950,买盘
5,14:56:45,37.58,--,10,37580,买盘
6,14:56:42,37.58,-0.02,58,217964,卖盘
7,14:56:39,37.6,0.02,7,26320,买盘
8,14:56:36,37.58,-0.02,12,45096,卖盘
9,14:56:30,37.6,--,11,41360,买盘
10,14:56:27,37.6,--,2,7520,买盘
11,14:56:24,37.6,0.02,2,7520,买盘
12,14:56:21,37.58,-0.02,12,45096,卖盘
13,14:56:12,37.6,-0.03,2,8572,卖盘
14,14:56:06,37.63,0.03,12,45156,买盘
15,14:56:03,37.6,--,6,22560,卖盘
16,14:55:57,37.6,--,5,18800,卖盘
17,14:55:54,37.6,-0.01,59,224547,卖盘
18,14:55:51,37.61,--,1,3761,买盘
19,14:55:45,37.61,--,6,22566,买盘
20,14:55:39,37.61,--,10,37610,买盘
21,14:55:36,37.61,0.01,3,11283,买盘
22,14:55:33,37.6,-0.02,73,274480,卖盘
23,14:55:27,37.62,--,1,3761,买盘
24,14:55:21,37.62,0.01,5,18810,中性盘
25,14:55:15,37.61,-0.02,32,120352,卖盘
26,14:55:09,37.63,0.01,18,67734,买盘
27,14:55:06,37.62,0.01,5,18810,中性盘
28,14:54:57,37.61,-0.02,3,11283,卖盘
29,14:54:48,37.63,0.02,1,3763,买盘
30,14:54:45,37.61,-0.02,1,3761,卖盘
31,14:54:42,37.63,-0.02,3,11289,卖盘
32,14:54:30,37.65,-0.01,1,3765,卖盘
33,14:54:27,37.66,-0.11,19,75094,卖盘
34,14:54:21,37.77,0.11,40,151080,买盘
35,14:54:09,37.66,-0.04,3,11297,卖盘
36,14:54:06,37.7,--,32,120640,卖盘
37,14:53:57,37.7,-0.08,3,11310,卖盘
38,14:53:48,37.78,--,10,37780,买盘
39,14:53:45,37.78,-0.02,46,173788,卖盘
40,14:53:42,37.8,-0.05,23,86940,卖盘
41,14:53:36,37.85,--,3,11355,买盘
42,14:53:30,37.85,--,3,11355,买盘
43,14:53:27,37.85,--,54,205449,卖盘
44,14:53:24,37.85,-0.02,20,75700,卖盘
45,14:53:21,37.87,0.02,1,3786,买盘
46,14:53:18,37.85,--,99,374715,卖盘
47,14:53:15,37.85,--,2,7570,卖盘
48,14:53:09,37.85,--,100,378500,卖盘
49,14:53:03,37.85,--,2,7570,卖盘
50,14:52:57,37.85,-0.02,26,98410,卖盘
51,14:52:51,37.87,--,90,340830,卖盘
52,14:52:42,37.87,0.02,41,155267,买盘
53,14:52:36,37.85,-0.02,0,2233,卖盘
54,14:52:21,37.87,--,3,11361,卖盘
55,14:52:15,37.87,-0.03,4,15147,卖盘
56,14:52:12,37.9,--,10,37900,买盘
57,14:52:03,37.9,0.03,1,3790,买盘
58,14:52:00,37.87,-0.03,10,37870,卖盘
59,14:51:36,37.9,--,5,18950,买盘
60,14:51:30,37.9,--,2,7580,买盘
61,14:51:21,37.9,0.03,1,3790,买盘
62,14:51:18,37.87,--,5,18935,卖盘
63,14:51:15,37.87,-0.03,12,45444,卖盘
64,14:51:09,37.9,0.03,3,11370,买盘
65,14:51:00,37.87,-0.03,4,15147,卖盘
66,14:50:57,37.9,--,28,106120,买盘
67,14:50:51,37.9,0.03,1,3790,买盘
68,14:50:45,37.87,--,12,45444,卖盘
69,14:50:39,37.87,0.02,23,87101,买盘
