,time,price,change,volume,amount,type
0,15:00:20,10.72,--,7832,8395904,卖盘
1,14:58:53,10.72,--,0,0,买盘
2,14:57:08,10.72,0.01,0,1029,卖盘
3,14:56:59,10.71,-0.01,1529,1637601,卖盘
4,14:56:56,10.72,0.01,40,43909,买盘
5,14:56:53,10.71,--,17,18249,卖盘
6,14:56:47,10.71,--,317,339892,卖盘
7,14:56:41,10.71,--,25,26817,卖盘
8,14:56:35,10.71,--,36,38556,卖盘
9,14:56:32,10.71,--,18,20306,卖盘
10,14:56:29,10.71,--,336,359856,买盘
11,14:56:26,10.71,--,20,21420,买盘
12,14:56:20,10.71,--,10,10710,买盘
13,14:56:17,10.71,--,54,57834,卖盘
14,14:56:11,10.71,--,72,77112,卖盘
15,14:56:08,10.71,-0.01,37,39669,卖盘
16,14:56:05,10.72,0.01,6,7461,买盘
17,14:56:02,10.71,--,44,47124,卖盘
18,14:55:59,10.71,--,600,642600,卖盘
19,14:55:56,10.71,--,44,47124,卖盘
20,14:55:50,10.71,--,28,29988,卖盘
21,14:55:47,10.71,--,90,96390,卖盘
22,14:55:44,10.71,--,498,533358,卖盘
23,14:55:41,10.71,--,130,139230,卖盘
24,14:55:38,10.71,--,319,341691,卖盘
25,14:55:32,10.71,--,88,94248,卖盘
26,14:55:29,10.71,--,92,98532,卖盘
27,14:55:26,10.71,--,142,152082,卖盘
28,14:55:23,10.71,-0.01,38,40698,卖盘
29,14:55:20,10.72,0.01,202,217573,买盘
30,14:55:17,10.71,--,337,360969,卖盘
31,14:55:14,10.71,-0.01,10,10710,卖盘
32,14:55:11,10.72,0.01,18,19296,买盘
33,14:55:08,10.71,--,96,103844,卖盘
34,14:55:05,10.71,--,3,3255,卖盘
35,14:55:02,10.71,-0.01,76,82424,卖盘
36,14:54:59,10.72,--,106,113889,卖盘
37,14:54:56,10.72,--,177,190558,买盘
38,14:54:53,10.72,0.01,13,13978,买盘
39,14:54:47,10.71,-0.01,388,415548,卖盘
40,14:54:41,10.72,0.01,122,131813,买盘
41,14:54:38,10.71,--,54,57834,卖盘
42,14:54:35,10.71,-0.01,135,144627,卖盘
43,14:54:32,10.72,0.01,2,2144,买盘
44,14:54:29,10.71,0.01,44,47124,买盘
45,14:54:26,10.7,--,52,55639,卖盘
46,14:54:23,10.7,-0.02,4,4280,卖盘
47,14:54:17,10.72,0.03,1668,1789125,买盘
48,14:54:14,10.69,-0.02,701,749411,卖盘
49,14:54:11,10.71,0.01,556,595476,买盘
50,14:54:05,10.7,-0.01,54,57779,卖盘
51,14:54:02,10.71,--,637,683126,卖盘
52,14:53:56,10.71,--,415,444593,卖盘
53,14:53:50,10.71,--,71,76083,卖盘
54,14:53:47,10.71,--,176,188496,买盘
55,14:53:44,10.71,--,706,757154,买盘
56,14:53:41,10.71,--,523,560946,买盘
57,14:53:32,10.71,--,42,44982,买盘
58,14:53:29,10.71,0.01,60,64260,买盘
59,14:53:23,10.7,-0.01,22,23540,卖盘
60,14:53:20,10.71,-0.01,11,11823,中性盘
61,14:53:17,10.72,0.02,1296,1390341,买盘
62,14:53:11,10.7,--,4,4280,卖盘
63,14:53:08,10.7,--,20,21400,卖盘
64,14:53:05,10.7,-0.02,5,5392,卖盘
65,14:53:02,10.72,--,60,65349,买盘
66,14:52:59,10.72,0.02,5,5402,买盘
67,14:52:56,10.7,--,20,22427,卖盘
68,14:52:53,10.7,--,7,8217,卖盘
69,14:52:47,10.7,--,47,50332,卖盘
70,14:52:44,10.7,--,1,1883,卖盘
71,14:52:38,10.7,-0.02,9,9672,卖盘
72,14:52:35,10.72,0.02,4,5317,买盘
73,14:52:32,10.7,--,38,40660,卖盘
74,14:52:29,10.7,--,44,47936,买盘
75,14:52:26,10.7,--,94,100580,买盘
76,14:52:20,10.7,--,1358,1453060,买盘
77,14:52:17,10.7,--,1,1112,买盘
78,14:52:14,10.7,--,0,1027,买盘
79,14:52:11,10.7,--,15,16092,买盘
80,14:52:05,10.7,-0.02,6600,7062171,卖盘
81,14:52:02,10.72,--,10,10720,卖盘
82,14:51:59,10.72,-0.01,107,114746,卖盘
83,14:51:56,10.73,0.01,52,56826,买盘
84,14:51:50,10.72,-0.01,50,53600,卖盘
85,14:51:47,10.73,0.01,5,5407,买盘
86,14:51:44,10.72,-0.01,774,830757,卖盘
87,14:51:41,10.73,--,25,26867,卖盘
88,14:51:38,10.73,--,1468,1576194,买盘
89,14:51:35,10.73,0.01,1,1115,买盘
90,14:51:32,10.72,--,42,45024,卖盘
91,14:51:29,10.72,-0.01,50,53600,卖盘
92,14:51:26,10.73,0.01,84,91162,买盘
93,14:51:23,10.72,--,80,86188,卖盘
94,14:51:20,10.72,-0.01,128,137216,卖盘
95,14:51:11,10.73,0.01,832,892736,买盘
96,14:51:08,10.72,--,334,358048,卖盘
97,14:50:59,10.72,--,220,235840,卖盘
98,14:50:56,10.72,--,10,10720,卖盘
99,14:50:50,10.72,--,148,158656,卖盘
100,14:50:44,10.72,-0.01,117,125466,卖盘
101,14:50:41,10.73,0.02,1467,1574219,买盘
102,14:50:38,10.71,--,12,12852,卖盘
103,14:50:35,10.71,-0.01,26,27846,卖盘
104,14:50:32,10.72,--,50,53600,买盘
105,14:50:17,10.72,--,151,162000,买盘
106,14:50:14,10.72,-0.01,336,361049,卖盘
107,14:50:11,10.73,0.01,167,179233,买盘
108,14:50:02,10.72,-0.01,18,20325,卖盘
109,14:49:59,10.73,--,20,21460,卖盘
110,14:49:56,10.73,-0.01,45,48327,卖盘
111,14:49:53,10.74,0.01,144,155687,买盘
112,14:49:50,10.73,--,22,23606,卖盘
113,14:49:47,10.73,--,3,3261,买盘
114,14:49:44,10.73,0.01,2,2146,买盘
115,14:49:41,10.72,-0.01,942,1010853,卖盘
116,14:49:38,10.73,--,40,42920,卖盘
117,14:49:35,10.73,--,215,230737,卖盘
118,14:49:32,10.73,--,64,69702,卖盘
119,14:49:29,10.73,--,389,417439,买盘
120,14:49:26,10.73,0.01,116,125498,卖盘
121,14:49:23,10.72,-0.01,2193,2351453,卖盘
122,14:49:17,10.73,0.01,4,4292,买盘
123,14:49:14,10.72,--,24,25728,卖盘
124,14:49:11,10.72,--,1109,1188890,卖盘
125,14:49:08,10.72,-0.01,34,37477,卖盘
126,14:49:05,10.73,0.01,28,30044,买盘
127,14:49:02,10.72,--,10,10720,卖盘
128,14:48:59,10.72,--,215,231208,卖盘
129,14:48:53,10.72,0.01,66,70752,买盘
130,14:48:50,10.71,-0.01,18,20306,卖盘
131,14:48:47,10.72,--,174,186699,卖盘
132,14:48:44,10.72,--,8,8576,卖盘
133,14:48:41,10.72,--,248,265856,卖盘
134,14:48:38,10.72,--,945,1013082,卖盘
135,14:48:35,10.72,--,2,3173,卖盘
136,14:48:32,10.72,--,10,10720,卖盘
137,14:48:29,10.72,--,335,359162,卖盘
138,14:48:26,10.72,--,22,24613,卖盘
139,14:48:23,10.72,--,119,128468,卖盘
140,14:48:20,10.72,--,300,321600,卖盘
141,14:48:17,10.72,--,112,120064,卖盘
