,time,price,change,volume,amount,type
0,15:00:00,10.13,--,0,0,买盘
1,15:00:00,10.13,0.01,60,60780,买盘
2,14:59:57,10.12,-0.01,81,81972,中性盘
3,14:59:51,10.13,--,31,31696,卖盘
4,14:59:46,10.13,--,130,132409,买盘
5,14:59:42,10.13,--,176,178581,买盘
6,14:59:31,10.13,-0.01,268,271484,卖盘
7,14:59:27,10.14,--,176,178971,买盘
8,14:59:21,10.14,0.01,80,81120,买盘
9,14:59:16,10.13,-0.01,2532,2565756,卖盘
10,14:59:12,10.14,--,474,480636,买盘
11,14:59:06,10.14,--,1146,1162044,买盘
12,14:59:01,10.14,--,334,338676,买盘
13,14:58:57,10.14,--,235,238290,买盘
14,14:58:51,10.14,0.01,92,93288,买盘
15,14:58:46,10.13,--,692,701380,卖盘
16,14:58:42,10.13,-0.01,208,210704,卖盘
17,14:58:36,10.14,--,8,8112,买盘
18,14:58:31,10.14,--,155,157170,买盘
19,14:58:27,10.14,--,650,659100,买盘
20,14:58:21,10.14,--,10,10140,买盘
21,14:58:16,10.14,-0.01,140,141960,买盘
22,14:58:12,10.15,--,946,960190,买盘
23,14:58:06,10.15,0.01,15,15225,买盘
24,14:58:01,10.14,--,45,45630,卖盘
25,14:57:57,10.14,-0.01,138,139932,卖盘
26,14:57:51,10.15,--,413,419195,买盘
27,14:57:46,10.15,--,129,130935,买盘
28,14:57:42,10.15,0.01,273,277095,买盘
29,14:57:36,10.14,-0.01,33,33462,卖盘
30,14:57:31,10.15,0.01,39,39585,买盘
31,14:57:27,10.14,-0.01,37,37518,卖盘
32,14:57:21,10.15,0.01,76,77140,买盘
33,14:57:16,10.14,--,103,104442,买盘
34,14:57:12,10.14,--,331,335634,买盘
35,14:57:06,10.14,0.01,21,21294,买盘
36,14:57:01,10.13,--,16,16208,卖盘
37,14:56:57,10.13,--,338,342394,买盘
38,14:56:51,10.13,0.01,47,47611,买盘
39,14:56:46,10.12,--,96,97151,卖盘
40,14:56:42,10.12,-0.01,110,111319,卖盘
41,14:56:36,10.13,0.01,76,76988,买盘
42,14:56:31,10.12,-0.01,76,76912,卖盘
43,14:56:26,10.13,--,24,24312,买盘
44,14:56:21,10.13,0.01,183,185379,买盘
45,14:56:16,10.12,0.01,7,7083,买盘
46,14:56:11,10.11,-0.01,117,118287,卖盘
47,14:56:06,10.12,--,58,58695,卖盘
48,14:56:01,10.12,0.02,356,360272,买盘
49,14:55:56,10.1,-0.02,6,6060,卖盘
50,14:55:51,10.12,0.02,6,6071,买盘
51,14:55:46,10.1,-0.02,493,497930,卖盘
52,14:55:41,10.12,--,49,49587,买盘
53,14:55:36,10.12,-0.01,306,309672,卖盘
54,14:55:31,10.13,--,19,19247,买盘
55,14:55:21,10.13,--,30,30390,卖盘
56,14:55:16,10.13,-0.01,5,5065,卖盘
57,14:55:06,10.14,--,20,20280,买盘
58,14:55:01,10.14,0.02,40,40560,买盘
59,14:54:56,10.12,-0.03,130,131560,卖盘
60,14:54:51,10.15,0.03,21,21315,买盘
61,14:54:46,10.12,-0.02,182,184184,卖盘
62,14:54:41,10.14,0.01,148,150072,买盘
63,14:54:36,10.13,--,15,15195,买盘
64,14:54:31,10.13,-0.01,271,274523,卖盘
65,14:54:26,10.14,--,15,15210,买盘
66,14:54:21,10.14,--,17,17238,买盘
67,14:54:16,10.14,0.02,15,15210,买盘
68,14:54:11,10.12,-0.02,50,50599,卖盘
69,14:54:06,10.14,--,0,0,买盘
70,14:54:01,10.14,0.01,66,66924,买盘
71,14:53:56,10.13,--,22,22286,买盘
72,14:53:51,10.13,-0.02,190,192470,卖盘
73,14:53:46,10.15,0.01,15,15225,买盘
74,14:53:41,10.14,--,189,191646,买盘
75,14:53:36,10.14,--,11,11154,买盘
76,14:53:31,10.14,-0.01,47,47658,卖盘
77,14:53:26,10.15,0.01,396,401940,买盘
78,14:53:21,10.14,--,5,5070,买盘
79,14:53:16,10.14,--,28,28392,卖盘
80,14:53:11,10.14,-0.01,72,73008,卖盘
81,14:53:06,10.15,--,5,5075,买盘
82,14:53:01,10.15,--,242,245630,卖盘
83,14:52:56,10.15,--,71,72065,卖盘
84,14:52:51,10.15,-0.01,74,75110,卖盘
85,14:52:46,10.16,--,8,8128,买盘
86,14:52:40,10.16,--,139,141224,卖盘
87,14:52:36,10.16,-0.01,18,18288,卖盘
88,14:52:25,10.17,-0.01,41,41697,卖盘
89,14:52:21,10.18,--,5,5090,买盘
90,14:52:15,10.18,-0.02,53,53954,买盘
91,14:52:10,10.2,--,36,36720,买盘
92,14:52:06,10.2,--,335,341700,买盘
93,14:52:00,10.2,--,12,12240,买盘
94,14:51:55,10.2,-0.01,613,625260,卖盘
95,14:51:51,10.21,0.01,52,53092,买盘
96,14:51:45,10.2,-0.01,71,72420,卖盘
97,14:51:40,10.21,-0.01,160,163360,中性盘
98,14:51:36,10.22,-0.01,268,273896,买盘
99,14:51:30,10.23,0.02,182,186186,买盘
100,14:51:25,10.21,-0.01,215,219515,卖盘
101,14:51:21,10.22,-0.01,267,272874,卖盘
102,14:51:15,10.23,0.02,93,95139,买盘
103,14:51:10,10.21,-0.01,44,44924,卖盘
104,14:51:06,10.22,-0.01,67,68474,卖盘
105,14:51:00,10.23,0.02,264,270072,买盘
106,14:50:55,10.21,-0.02,85,86785,买盘
107,14:50:51,10.23,--,1409,1441662,买盘
108,14:50:45,10.23,0.01,207,211761,买盘
109,14:50:40,10.22,0.01,2219,2267818,买盘
110,14:50:36,10.21,0.01,279,284859,买盘
111,14:50:30,10.2,--,941,960074,卖盘
112,14:50:25,10.2,--,57,58139,卖盘
113,14:50:21,10.2,--,988,1007759,卖盘
114,14:50:15,10.2,--,80,81600,卖盘
115,14:50:10,10.2,0.01,3290,3356309,买盘
116,14:50:06,10.19,0.01,504,513576,买盘
117,14:50:00,10.18,--,75,76350,卖盘
118,14:49:55,10.18,0.01,1572,1600743,买盘
119,14:49:51,10.17,--,78,79326,卖盘
120,14:49:45,10.17,-0.01,12,12204,卖盘
121,14:49:40,10.18,0.02,365,371570,买盘
122,14:49:36,10.16,--,224,227584,卖盘
123,14:49:30,10.16,--,1155,1174089,买盘
124,14:49:25,10.16,--,11,11176,买盘
125,14:49:21,10.16,0.01,385,391160,买盘
126,14:49:15,10.15,--,116,117740,卖盘
127,14:49:10,10.15,--,364,369460,买盘
128,14:49:06,10.15,--,71,72065,买盘
129,14:49:00,10.15,-0.01,155,157325,卖盘
130,14:48:55,10.16,0.01,209,212344,买盘
131,14:48:50,10.15,--,109,111041,卖盘
132,14:48:45,10.15,-0.01,790,801850,卖盘
133,14:48:40,10.16,-0.01,38,38608,买盘
134,14:48:35,10.17,0.02,300,305100,买盘
135,14:48:30,10.15,-0.01,220,223300,卖盘
136,14:48:25,10.16,--,346,351536,买盘
137,14:48:20,10.16,--,125,127000,卖盘
138,14:48:15,10.16,0.02,219,223113,买盘
139,14:48:10,10.14,-0.01,63,64287,卖盘
140,14:48:05,10.15,-0.03,126,128499,中性盘
141,14:48:00,10.18,0.04,208,211744,买盘
142,14:47:55,10.14,-0.02,172,174408,卖盘
143,14:47:50,10.16,0.01,414,420624,买盘
144,14:47:45,10.15,--,176,178640,买盘
145,14:47:40,10.15,--,1337,1357115,卖盘
146,14:47:35,10.15,--,596,604940,卖盘
147,14:47:30,10.15,--,22,22330,卖盘
148,14:47:25,10.15,0.06,1845,1873629,买盘
149,14:47:20,10.09,-0.04,23,23207,卖盘
150,14:47:15,10.13,0.03,129,130677,买盘
151,14:47:10,10.1,-0.03,77,77770,卖盘
152,14:47:05,10.13,--,56,56728,买盘
153,14:47:00,10.13,--,124,125612,买盘
154,14:46:55,10.13,--,71,71923,买盘
155,14:46:50,10.13,-0.01,72,72936,中性盘
156,14:46:45,10.14,0.03,135,136890,买盘
157,14:46:40,10.11,-0.02,112,113232,卖盘
158,14:46:35,10.13,--,115,116495,买盘
159,14:46:30,10.13,-0.01,169,171197,买盘
160,14:46:25,10.14,--,67,67938,买盘
161,14:46:20,10.14,0.01,46,46644,买盘
162,14:46:15,10.13,--,154,156002,买盘
163,14:46:10,10.13,-0.01,54,54702,买盘
164,14:46:05,10.14,--,12,12168,买盘
165,14:46:00,10.14,0.01,157,159198,买盘
166,14:45:55,10.13,0.01,172,174236,买盘
167,14:45:50,10.12,--,40,40480,买盘
168,14:45:45,10.12,-0.01,506,512071,中性盘
169,14:45:39,10.13,0.01,128,129664,买盘
170,14:45:35,10.12,--,24,24287,买盘
171,14:45:30,10.12,--,281,284372,卖盘
172,14:45:24,10.12,-0.02,152,153824,卖盘
173,14:45:20,10.14,0.01,351,355914,买盘
174,14:45:15,10.13,--,258,261354,买盘
175,14:45:09,10.13,--,5,5065,买盘
176,14:45:05,10.13,--,40,40520,买盘
177,14:45:00,10.13,--,250,253250,卖盘
178,14:44:54,10.13,-0.01,52,52676,卖盘
179,14:44:49,10.14,--,31,31434,买盘
180,14:44:45,10.14,-0.01,214,217563,卖盘
181,14:44:39,10.15,0.01,73,74095,买盘
182,14:44:34,10.14,--,53,54188,买盘
183,14:44:30,10.14,--,187,190185,卖盘
184,14:44:24,10.14,--,105,106470,卖盘
185,14:44:19,10.14,--,30,30866,买盘
186,14:44:15,10.14,0.01,351,355914,买盘
187,14:44:09,10.13,-0.01,207,209691,卖盘
188,14:44:04,10.14,--,779,789906,买盘
189,14:44:00,10.14,--,205,207870,买盘
190,14:43:54,10.14,0.01,18,18252,买盘
191,14:43:49,10.13,-0.01,96,97248,卖盘
192,14:43:45,10.14,0.02,132,133848,买盘
193,14:43:39,10.12,--,71,71852,买盘
194,14:43:34,10.12,--,341,345092,卖盘
195,14:43:30,10.12,-0.01,629,636548,卖盘
196,14:43:24,10.13,0.01,97,98261,买盘
197,14:43:19,10.12,--,1918,1941015,买盘
198,14:43:15,10.12,0.01,248,250975,买盘
199,14:43:09,10.11,--,50,50550,卖盘
200,14:43:04,10.11,--,102,103122,买盘
201,14:43:00,10.11,-0.01,1,1011,中性盘
202,14:42:54,10.12,0.01,143,144716,买盘
203,14:42:49,10.11,--,56,56616,买盘
204,14:42:44,10.11,--,120,121320,卖盘
205,14:42:39,10.11,-0.01,30,30330,卖盘
206,14:42:34,10.12,-0.01,30,30359,卖盘
207,14:42:29,10.13,0.02,67,67871,买盘
208,14:42:24,10.11,-0.01,29,29319,卖盘
209,14:42:19,10.12,--,215,218146,卖盘
210,14:42:14,10.12,--,93,94561,卖盘
211,14:41:59,10.12,--,121,122957,买盘
212,14:41:49,10.12,0.01,27,27323,买盘
213,14:41:44,10.11,--,130,131430,卖盘
214,14:41:39,10.11,--,45,45495,卖盘
215,14:41:34,10.11,--,40,40440,卖盘
216,14:41:29,10.11,--,149,150639,买盘
217,14:41:24,10.11,--,20,20220,买盘
218,14:41:19,10.11,0.01,388,392268,买盘
219,14:41:14,10.1,0.01,1032,1042320,买盘
220,14:41:09,10.09,-0.01,51,51459,卖盘
221,14:41:04,10.1,--,212,214120,买盘
222,14:40:59,10.1,0.01,101,102010,买盘
223,14:40:54,10.09,0.01,64,64576,买盘
224,14:40:49,10.08,-0.01,2,2016,卖盘
225,14:40:44,10.09,-0.01,137,138233,卖盘
226,14:40:39,10.1,--,44,44440,买盘
227,14:40:29,10.1,0.01,186,187860,买盘
228,14:40:19,10.09,-0.01,100,100900,卖盘
229,14:40:14,10.1,--,26,26260,买盘
230,14:40:09,10.1,--,61,61610,买盘
231,14:40:04,10.1,--,100,101000,买盘
232,14:39:59,10.1,0.02,186,187860,买盘
233,14:39:54,10.08,0.01,12,12096,买盘
234,14:39:49,10.07,--,78,78546,卖盘
235,14:39:39,10.07,--,11,11077,卖盘
236,14:39:34,10.07,-0.01,3,3021,卖盘
237,14:39:29,10.08,0.01,12,12096,买盘
238,14:39:24,10.07,--,25,25175,买盘
239,14:39:19,10.07,--,15,15105,买盘
240,14:39:14,10.07,--,0,0,买盘
241,14:39:09,10.07,0.02,86,86602,买盘
242,14:39:03,10.05,0.02,90,90450,买盘
243,14:38:59,10.03,--,311,312434,买盘
244,14:38:54,10.03,--,40,40120,买盘
245,14:38:48,10.03,--,78,78234,买盘
246,14:38:44,10.03,--,91,91273,买盘
247,14:38:33,10.03,--,40,40120,买盘
248,14:38:29,10.03,-0.03,148,148945,卖盘
249,14:38:24,10.06,0.01,41,41246,买盘
250,14:38:18,10.05,--,20,20100,卖盘
251,14:38:14,10.05,-0.01,61,61305,卖盘
252,14:38:09,10.06,--,15,15090,买盘
253,14:38:03,10.06,--,6,6036,买盘
254,14:37:59,10.06,--,4,4024,买盘
255,14:37:48,10.06,--,17,17102,买盘
256,14:37:44,10.06,--,5,5030,买盘
