,time,price,change,volume,amount,type
0,15:00:24,8.55,-0.01,12455,10649025,卖盘
1,14:57:42,8.56,--,0,0,买盘
2,14:57:03,8.56,0.01,9,7704,卖盘
3,14:56:54,8.55,-0.01,50,42750,卖盘
4,14:56:51,8.56,--,170,145520,卖盘
5,14:56:48,8.56,-0.01,44,37664,卖盘
6,14:56:45,8.57,0.01,85,72845,买盘
7,14:56:42,8.56,--,21,17976,卖盘
8,14:56:39,8.56,--,84,71904,卖盘
9,14:56:36,8.56,--,76,65056,卖盘
10,14:56:33,8.56,--,200,171200,卖盘
11,14:56:30,8.56,-0.01,117,100152,卖盘
12,14:56:27,8.57,0.01,117,100269,买盘
13,14:56:24,8.56,--,117,100152,卖盘
14,14:56:18,8.56,--,9,7704,卖盘
15,14:56:12,8.56,--,131,112136,卖盘
16,14:56:09,8.56,--,70,59920,卖盘
17,14:56:06,8.56,-0.01,12,10272,卖盘
18,14:56:03,8.57,--,144,123408,买盘
19,14:56:00,8.57,0.01,48,41136,买盘
20,14:55:57,8.56,--,10,8560,卖盘
21,14:55:54,8.56,--,10,8560,卖盘
22,14:55:48,8.56,--,47,40232,卖盘
23,14:55:45,8.56,--,217,185752,卖盘
24,14:55:42,8.56,--,8,6848,卖盘
25,14:55:39,8.56,--,334,285904,买盘
26,14:55:36,8.56,--,37,31672,买盘
27,14:55:30,8.56,--,10,8560,买盘
28,14:55:27,8.56,--,31,26536,买盘
29,14:55:21,8.56,-0.01,633,541848,卖盘
30,14:55:18,8.57,--,40,34280,买盘
31,14:55:15,8.57,0.01,361,309377,买盘
32,14:55:12,8.56,--,1011,865416,卖盘
33,14:55:06,8.56,-0.01,224,191744,卖盘
34,14:55:03,8.57,0.01,343,293951,买盘
35,14:55:00,8.56,-0.01,228,195168,卖盘
36,14:54:57,8.57,0.01,177,151689,买盘
37,14:54:54,8.56,-0.01,36,30816,卖盘
38,14:54:51,8.57,--,281,240817,买盘
39,14:54:48,8.57,--,111,95127,买盘
40,14:54:45,8.57,--,40,34280,买盘
41,14:54:36,8.57,--,60,51420,买盘
42,14:54:33,8.57,--,53,45421,买盘
43,14:54:30,8.57,0.01,100,85700,买盘
44,14:54:27,8.56,-0.01,231,197736,卖盘
45,14:54:24,8.57,--,13,11141,买盘
46,14:54:21,8.57,0.01,164,140548,买盘
47,14:54:18,8.56,--,114,97584,卖盘
48,14:54:12,8.56,--,29,24824,卖盘
49,14:54:09,8.56,-0.01,6,5136,卖盘
50,14:54:06,8.57,0.01,335,287095,买盘
51,14:54:00,8.56,--,6,5136,卖盘
52,14:53:54,8.56,--,1073,918488,卖盘
53,14:53:51,8.56,-0.01,20,17120,卖盘
54,14:53:48,8.57,--,22,18854,买盘
55,14:53:42,8.57,--,33,28281,买盘
56,14:53:39,8.57,0.01,73,62561,买盘
57,14:53:33,8.56,-0.01,10,8560,卖盘
58,14:53:30,8.57,0.01,282,241674,买盘
59,14:53:24,8.56,-0.01,4,3424,卖盘
60,14:53:21,8.57,--,5,4285,买盘
61,14:53:18,8.57,--,3,2571,买盘
62,14:53:15,8.57,--,80,68560,买盘
63,14:53:03,8.57,--,9,7713,买盘
64,14:53:00,8.57,0.01,20,17140,买盘
65,14:52:57,8.56,--,20,17120,卖盘
66,14:52:54,8.56,-0.01,40,34240,卖盘
67,14:52:48,8.57,--,30,25710,买盘
68,14:52:45,8.57,--,150,128550,买盘
69,14:52:42,8.57,--,5,4285,买盘
70,14:52:39,8.57,--,100,85700,买盘
71,14:52:36,8.57,--,6,5142,买盘
72,14:52:24,8.57,0.01,124,106268,买盘
73,14:52:18,8.56,-0.01,3,2568,卖盘
74,14:52:06,8.57,--,70,59990,买盘
75,14:52:03,8.57,0.01,8,6856,买盘
76,14:52:00,8.56,-0.01,54,46224,卖盘
77,14:51:57,8.57,0.01,400,342800,买盘
78,14:51:54,8.56,--,33,28248,卖盘
79,14:51:48,8.56,--,6,5136,卖盘
80,14:51:45,8.56,--,73,62488,卖盘
81,14:51:42,8.56,--,24,20544,卖盘
82,14:51:39,8.56,-0.01,7,5992,卖盘
83,14:51:30,8.57,0.01,37,31709,买盘
84,14:51:27,8.56,--,329,281624,卖盘
85,14:51:24,8.56,--,109,93304,卖盘
86,14:51:21,8.56,-0.01,30,25680,卖盘
87,14:51:15,8.57,0.01,65,55705,买盘
88,14:51:12,8.56,-0.01,127,108712,卖盘
89,14:51:09,8.57,--,10,8570,买盘
90,14:51:06,8.57,0.01,8,6856,买盘
91,14:51:00,8.56,--,160,136960,卖盘
92,14:50:51,8.56,--,113,96728,卖盘
93,14:50:48,8.56,--,90,77040,买盘
94,14:50:45,8.56,--,159,136104,买盘
95,14:50:39,8.56,--,20,17120,买盘
96,14:50:33,8.56,--,831,711336,买盘
97,14:50:30,8.56,--,23,19688,买盘
98,14:50:27,8.56,--,8,6848,买盘
99,14:50:21,8.56,--,50,42800,买盘
100,14:50:18,8.56,--,2,1712,买盘
101,14:50:15,8.56,--,20,17120,买盘
102,14:50:12,8.56,--,88,75328,买盘
103,14:50:06,8.56,--,90,77040,买盘
104,14:50:03,8.56,--,100,85600,买盘
105,14:49:57,8.56,--,128,109568,买盘
106,14:49:54,8.56,0.01,4,3424,买盘
107,14:49:51,8.55,--,54,46170,卖盘
108,14:49:48,8.55,-0.01,5,4275,卖盘
109,14:49:45,8.56,--,1,856,买盘
110,14:49:42,8.56,--,88,75328,买盘
111,14:49:39,8.56,--,205,175480,买盘
112,14:49:30,8.56,0.01,152,130112,买盘
113,14:49:21,8.55,-0.01,10,8550,卖盘
114,14:49:15,8.56,--,28,23968,买盘
115,14:49:12,8.56,--,18,15408,买盘
116,14:49:09,8.56,--,11,9416,买盘
117,14:49:03,8.56,--,78,66768,买盘
118,14:49:00,8.56,0.01,22,18832,买盘
119,14:48:51,8.55,-0.02,556,475380,卖盘
120,14:48:48,8.57,-0.01,11,9427,中性盘
121,14:48:45,8.58,0.02,2002,1717716,买盘
122,14:48:42,8.56,--,186,159216,卖盘
123,14:48:36,8.56,-0.01,5,4280,卖盘
124,14:48:33,8.57,0.01,40,34280,买盘
125,14:48:30,8.56,--,66,56496,卖盘
126,14:48:21,8.56,--,91,77896,买盘
127,14:48:18,8.56,0.01,314,268784,买盘
128,14:48:09,8.55,-0.01,2,1710,卖盘
129,14:48:03,8.56,--,315,269640,买盘
130,14:48:00,8.56,0.01,40,34240,买盘
131,14:47:54,8.55,--,30,25650,卖盘
132,14:47:48,8.55,--,50,42750,卖盘
133,14:47:45,8.55,--,100,85500,卖盘
134,14:47:42,8.55,--,5,4275,卖盘
135,14:47:33,8.55,-0.01,40,34200,卖盘
136,14:47:30,8.56,--,30,25680,买盘
137,14:47:27,8.56,0.01,50,42800,买盘
138,14:47:21,8.55,--,159,135945,卖盘
139,14:47:12,8.55,-0.01,5,4275,卖盘
140,14:47:06,8.56,0.01,20,17120,买盘
141,14:46:57,8.55,--,3,2565,卖盘
142,14:46:54,8.55,--,121,103455,卖盘
143,14:46:51,8.55,-0.01,125,106875,卖盘
144,14:46:48,8.56,0.01,159,136104,买盘
145,14:46:39,8.55,--,21,17955,卖盘
146,14:46:36,8.55,--,105,89775,卖盘
147,14:46:30,8.55,--,200,171000,卖盘
148,14:46:24,8.55,--,86,73530,卖盘
149,14:46:21,8.55,-0.01,321,274455,卖盘
150,14:45:48,8.56,--,172,147232,卖盘
151,14:45:45,8.56,--,4,3424,卖盘
152,14:45:42,8.56,--,5,4280,卖盘
153,14:45:39,8.56,-0.01,55,47080,卖盘
154,14:45:36,8.57,0.01,100,85700,买盘
155,14:45:27,8.56,--,15,12840,卖盘
156,14:45:24,8.56,--,25,21400,卖盘
157,14:45:21,8.56,-0.01,3,2568,卖盘
158,14:45:18,8.57,--,10,8570,买盘
159,14:45:12,8.57,0.01,436,373652,买盘
160,14:45:06,8.56,--,105,89880,卖盘
